index,title,slug,tags,difficulty,related_questions
866,Rectangle Overlap,rectangle-overlap,"Math,Geometry",Easy,223
867,New 21 Game,new-21-game,"Math,Dynamic Programming,Sliding Window,Probability and Statistics",Medium,
868,Push Dominoes,push-dominoes,"Two Pointers,String,Dynamic Programming",Medium,
869,Similar String Groups,similar-string-groups,"Array,String,Depth-First Search,Breadth-First Search,Union Find",Hard,2276
870,Magic Squares In Grid,magic-squares-in-grid,"Array,Math,Matrix",Medium,1311
871,Keys and Rooms,keys-and-rooms,"Depth-First Search,Breadth-First Search,Graph",Medium,261
872,Split Array into Fibonacci Sequence,split-array-into-fibonacci-sequence,"String,Backtracking",Medium,"306,1013"
873,Guess the Word,guess-the-word,"Array,Math,String,Interactive,Game Theory",Hard,
874,Backspace String Compare,backspace-string-compare,"Two Pointers,String,Stack,Simulation",Easy,1720
875,Longest Mountain in Array,longest-mountain-in-array,"Array,Two Pointers,Dynamic Programming,Enumeration",Medium,"1766,2205"
876,Hand of Straights,hand-of-straights,"Array,Hash Table,Greedy,Sorting",Medium,
877,Shortest Path Visiting All Nodes,shortest-path-visiting-all-nodes,"Dynamic Programming,Bit Manipulation,Breadth-First Search,Graph,Bitmask",Hard,
878,Shifting Letters,shifting-letters,"Array,String",Medium,1954
879,Maximize Distance to Closest Person,maximize-distance-to-closest-person,Array,Medium,885
880,Rectangle Area II,rectangle-area-ii,"Array,Segment Tree,Line Sweep,Ordered Set",Hard,
881,Loud and Rich,loud-and-rich,"Array,Depth-First Search,Graph,Topological Sort",Medium,
882,Peak Index in a Mountain Array,peak-index-in-a-mountain-array,"Array,Binary Search",Easy,"162,1185,1766"
883,Car Fleet,car-fleet,"Array,Stack,Sorting,Monotonic Stack",Medium,"1902,2317"
884,K-Similar Strings,k-similar-strings,"String,Breadth-First Search",Hard,770
885,Exam Room,exam-room,"Design,Ordered Set",Medium,879
886,Score of Parentheses,score-of-parentheses,"String,Stack",Medium,
887,Minimum Cost to Hire K Workers,minimum-cost-to-hire-k-workers,"Array,Greedy,Sorting,Heap (Priority Queue)",Hard,
888,Mirror Reflection,mirror-reflection,"Math,Geometry",Medium,
889,Buddy Strings,buddy-strings,"Hash Table,String",Easy,"1777,1915"
890,Lemonade Change,lemonade-change,"Array,Greedy",Easy,
891,Score After Flipping Matrix,score-after-flipping-matrix,"Array,Greedy,Bit Manipulation,Matrix",Medium,2268
892,Shortest Subarray with Sum at Least K,shortest-subarray-with-sum-at-least-k,"Array,Binary Search,Queue,Sliding Window,Heap (Priority Queue),Prefix Sum,Monotonic Queue",Hard,
893,All Nodes Distance K in Binary Tree,all-nodes-distance-k-in-binary-tree,"Tree,Depth-First Search,Breadth-First Search,Binary Tree",Medium,
894,Random Pick with Blacklist,random-pick-with-blacklist,"Hash Table,Math,Binary Search,Sorting,Randomized",Hard,"398,912,2107"
895,Shortest Path to Get All Keys,shortest-path-to-get-all-keys,"Bit Manipulation,Breadth-First Search",Hard,
896,Smallest Subtree with all the Deepest Nodes,smallest-subtree-with-all-the-deepest-nodes,"Hash Table,Tree,Depth-First Search,Breadth-First Search,Binary Tree",Medium,
897,Prime Palindrome,prime-palindrome,Math,Medium,2202
898,Transpose Matrix,transpose-matrix,"Array,Matrix,Simulation",Easy,
899,Binary Gap,binary-gap,"Math,Bit Manipulation",Easy,
900,Reordered Power of 2,reordered-power-of-2,"Math,Sorting,Counting,Enumeration",Medium,
901,Advantage Shuffle,advantage-shuffle,"Array,Greedy,Sorting",Medium,
902,Minimum Number of Refueling Stops,minimum-number-of-refueling-stops,"Array,Dynamic Programming,Greedy,Heap (Priority Queue)",Hard,
903,Implement Rand10() Using Rand7(),implement-rand10-using-rand7,"Math,Rejection Sampling,Randomized,Probability and Statistics",Medium,
904,Leaf-Similar Trees,leaf-similar-trees,"Tree,Depth-First Search,Binary Tree",Easy,
905,Length of Longest Fibonacci Subsequence,length-of-longest-fibonacci-subsequence,"Array,Hash Table,Dynamic Programming",Medium,1013
906,Walking Robot Simulation,walking-robot-simulation,"Array,Simulation",Medium,2178
907,Koko Eating Bananas,koko-eating-bananas,"Array,Binary Search",Medium,"788,1335,2188"
908,Middle of the Linked List,middle-of-the-linked-list,"Linked List,Two Pointers",Easy,"2216,2236"
909,Stone Game,stone-game,"Array,Math,Dynamic Programming,Game Theory",Medium,"1685,1788,1808,2002,2156"
910,Nth Magical Number,nth-magical-number,"Math,Binary Search",Hard,
911,Profitable Schemes,profitable-schemes,"Array,Dynamic Programming",Hard,
912,Random Pick with Weight,random-pick-with-weight,"Math,Binary Search,Prefix Sum,Randomized",Medium,"398,894,914"
913,Random Flip Matrix,random-flip-matrix,"Hash Table,Math,Reservoir Sampling,Randomized",Medium,
914,Random Point in Non-overlapping Rectangles,random-point-in-non-overlapping-rectangles,"Math,Binary Search,Reservoir Sampling,Prefix Sum,Ordered Set,Randomized",Medium,"912,915"
915,Generate Random Point in a Circle,generate-random-point-in-a-circle,"Math,Geometry,Rejection Sampling,Randomized",Medium,914
916,Decoded String at Index,decoded-string-at-index,"String,Stack",Medium,
917,Boats to Save People,boats-to-save-people,"Array,Two Pointers,Greedy,Sorting",Medium,
918,Reachable Nodes In Subdivided Graph,reachable-nodes-in-subdivided-graph,"Graph,Heap (Priority Queue),Shortest Path",Hard,"2213,2218"
919,Projection Area of 3D Shapes,projection-area-of-3d-shapes,"Array,Math,Geometry,Matrix",Easy,
920,Uncommon Words from Two Sentences,uncommon-words-from-two-sentences,"Hash Table,String",Easy,2190
921,Spiral Matrix III,spiral-matrix-iii,"Array,Matrix,Simulation",Medium,"54,59"
922,Possible Bipartition,possible-bipartition,"Depth-First Search,Breadth-First Search,Union Find,Graph",Medium,
923,Super Egg Drop,super-egg-drop,"Math,Binary Search,Dynamic Programming",Hard,2031
924,Fair Candy Swap,fair-candy-swap,"Array,Hash Table,Binary Search,Sorting",Easy,
925,Construct Binary Tree from Preorder and Postorder Traversal,construct-binary-tree-from-preorder-and-postorder-traversal,"Array,Hash Table,Divide and Conquer,Tree,Binary Tree",Medium,
926,Find and Replace Pattern,find-and-replace-pattern,"Array,Hash Table,String",Medium,
927,Sum of Subsequence Widths,sum-of-subsequence-widths,"Array,Math,Sorting",Hard,
928,Surface Area of 3D Shapes,surface-area-of-3d-shapes,"Array,Math,Geometry,Matrix",Easy,
929,Groups of Special-Equivalent Strings,groups-of-special-equivalent-strings,"Array,Hash Table,String",Medium,
930,All Possible Full Binary Trees,all-possible-full-binary-trees,"Dynamic Programming,Tree,Recursion,Memoization,Binary Tree",Medium,
931,Maximum Frequency Stack,maximum-frequency-stack,"Hash Table,Stack,Design,Ordered Set",Hard,
932,Monotonic Array,monotonic-array,Array,Easy,2316
933,Increasing Order Search Tree,increasing-order-search-tree,"Stack,Tree,Depth-First Search,Binary Search Tree,Binary Tree",Easy,
934,Bitwise ORs of Subarrays,bitwise-ors-of-subarrays,"Array,Dynamic Programming,Bit Manipulation",Medium,
935,Orderly Queue,orderly-queue,"Math,String,Sorting",Hard,
936,RLE Iterator,rle-iterator,"Array,Design,Counting,Iterator",Medium,
937,Online Stock Span,online-stock-span,"Stack,Design,Monotonic Stack,Data Stream",Medium,739
938,Numbers At Most N Given Digit Set,numbers-at-most-n-given-digit-set,"Array,Math,Binary Search,Dynamic Programming",Hard,
939,Valid Permutations for DI Sequence,valid-permutations-for-di-sequence,Dynamic Programming,Hard,
940,Fruit Into Baskets,fruit-into-baskets,"Array,Hash Table,Sliding Window",Medium,
941,Sort Array By Parity,sort-array-by-parity,"Array,Two Pointers,Sorting",Easy,"2283,2327"
942,Super Palindromes,super-palindromes,"Math,Enumeration",Hard,
943,Sum of Subarray Minimums,sum-of-subarray-minimums,"Array,Dynamic Programming,Stack,Monotonic Stack",Medium,2227
944,Smallest Range I,smallest-range-i,"Array,Math",Easy,
945,Snakes and Ladders,snakes-and-ladders,"Array,Breadth-First Search,Matrix",Medium,
946,Smallest Range II,smallest-range-ii,"Array,Math,Greedy,Sorting",Medium,
947,Online Election,online-election,"Array,Hash Table,Binary Search,Design",Medium,1483
948,Sort an Array,sort-an-array,"Array,Divide and Conquer,Sorting,Heap (Priority Queue),Merge Sort,Bucket Sort,Radix Sort,Counting Sort",Medium,
949,Cat and Mouse,cat-and-mouse,"Math,Dynamic Programming,Breadth-First Search,Graph,Memoization,Game Theory",Hard,1727
950,X of a Kind in a Deck of Cards,x-of-a-kind-in-a-deck-of-cards,"Array,Hash Table,Math,Counting,Number Theory",Easy,
951,Partition Array into Disjoint Intervals,partition-array-into-disjoint-intervals,Array,Medium,2138
952,Word Subsets,word-subsets,"Array,Hash Table,String",Medium,
953,Reverse Only Letters,reverse-only-letters,"Two Pointers,String",Easy,
954,Maximum Sum Circular Subarray,maximum-sum-circular-subarray,"Array,Divide and Conquer,Dynamic Programming,Queue,Monotonic Queue",Medium,
955,Complete Binary Tree Inserter,complete-binary-tree-inserter,"Tree,Breadth-First Search,Design,Binary Tree",Medium,
956,Number of Music Playlists,number-of-music-playlists,"Math,Dynamic Programming,Combinatorics",Hard,
957,Minimum Add to Make Parentheses Valid,minimum-add-to-make-parentheses-valid,"String,Stack,Greedy",Medium,2095
958,Sort Array By Parity II,sort-array-by-parity-ii,"Array,Two Pointers,Sorting",Easy,"2271,2283,2327"
959,3Sum With Multiplicity,3sum-with-multiplicity,"Array,Hash Table,Two Pointers,Sorting,Counting",Medium,
960,Minimize Malware Spread,minimize-malware-spread,"Array,Depth-First Search,Breadth-First Search,Union Find,Matrix",Hard,
961,Long Pressed Name,long-pressed-name,"Two Pointers,String",Easy,
962,Flip String to Monotone Increasing,flip-string-to-monotone-increasing,"String,Dynamic Programming",Medium,
963,Three Equal Parts,three-equal-parts,"Array,Math",Hard,
964,Minimize Malware Spread II,minimize-malware-spread-ii,"Array,Depth-First Search,Breadth-First Search,Union Find,Matrix",Hard,
965,Unique Email Addresses,unique-email-addresses,"Array,Hash Table,String",Easy,
966,Binary Subarrays With Sum,binary-subarrays-with-sum,"Array,Hash Table,Sliding Window,Prefix Sum",Medium,
967,Minimum Falling Path Sum,minimum-falling-path-sum,"Array,Dynamic Programming,Matrix",Medium,1224
968,Beautiful Array,beautiful-array,"Array,Math,Divide and Conquer",Medium,
969,Number of Recent Calls,number-of-recent-calls,"Design,Queue,Data Stream",Easy,
971,Shortest Bridge,shortest-bridge,"Array,Depth-First Search,Breadth-First Search,Matrix",Medium,
972,Knight Dialer,knight-dialer,Dynamic Programming,Medium,
973,Stamping The Sequence,stamping-the-sequence,"String,Stack,Greedy,Queue",Hard,
974,Reorder Data in Log Files,reorder-data-in-log-files,"Array,String,Sorting",Easy,
975,Range Sum of BST,range-sum-of-bst,"Tree,Depth-First Search,Binary Search Tree,Binary Tree",Easy,
976,Minimum Area Rectangle,minimum-area-rectangle,"Array,Hash Table,Math,Geometry,Sorting",Medium,
977,Distinct Subsequences II,distinct-subsequences-ii,"String,Dynamic Programming",Hard,2115
978,Valid Mountain Array,valid-mountain-array,Array,Easy,1766
979,DI String Match,di-string-match,"Array,Math,Two Pointers,String,Greedy",Easy,
980,Find the Shortest Superstring,find-the-shortest-superstring,"Array,String,Dynamic Programming,Bit Manipulation,Bitmask",Hard,
981,Delete Columns to Make Sorted,delete-columns-to-make-sorted,"Array,String",Easy,
982,Minimum Increment to Make Array Unique,minimum-increment-to-make-array-unique,"Array,Greedy,Sorting,Counting",Medium,2329
983,Validate Stack Sequences,validate-stack-sequences,"Array,Stack,Simulation",Medium,
984,Most Stones Removed with Same Row or Column,most-stones-removed-with-same-row-or-column,"Depth-First Search,Union Find,Graph",Medium,
985,Bag of Tokens,bag-of-tokens,"Array,Two Pointers,Greedy,Sorting",Medium,
986,Largest Time for Given Digits,largest-time-for-given-digits,"String,Enumeration",Medium,
987,Reveal Cards In Increasing Order,reveal-cards-in-increasing-order,"Array,Queue,Sorting,Simulation",Medium,
988,Flip Equivalent Binary Trees,flip-equivalent-binary-trees,"Tree,Depth-First Search,Binary Tree",Medium,
989,Largest Component Size by Common Factor,largest-component-size-by-common-factor,"Array,Math,Union Find",Hard,2276
990,Verifying an Alien Dictionary,verifying-an-alien-dictionary,"Array,Hash Table,String",Easy,
991,Array of Doubled Pairs,array-of-doubled-pairs,"Array,Hash Table,Greedy,Sorting",Medium,2117
992,Delete Columns to Make Sorted II,delete-columns-to-make-sorted-ii,"Array,String,Greedy",Medium,
993,Tallest Billboard,tallest-billboard,"Array,Dynamic Programming",Hard,2162
994,Prison Cells After N Days,prison-cells-after-n-days,"Array,Hash Table,Math,Bit Manipulation",Medium,
998,Check Completeness of a Binary Tree,check-completeness-of-a-binary-tree,"Tree,Breadth-First Search,Binary Tree",Medium,
999,Regions Cut By Slashes,regions-cut-by-slashes,"Depth-First Search,Breadth-First Search,Union Find,Graph",Medium,
1000,Delete Columns to Make Sorted III,delete-columns-to-make-sorted-iii,"Array,String,Dynamic Programming",Hard,
1001,N-Repeated Element in Size 2N Array,n-repeated-element-in-size-2n-array,"Array,Hash Table",Easy,
1002,Maximum Width Ramp,maximum-width-ramp,"Array,Stack,Monotonic Stack",Medium,
1003,Minimum Area Rectangle II,minimum-area-rectangle-ii,"Array,Math,Geometry",Medium,
1004,Least Operators to Express Number,least-operators-to-express-number,"Math,Dynamic Programming",Hard,
1005,Univalued Binary Tree,univalued-binary-tree,"Tree,Depth-First Search,Breadth-First Search,Binary Tree",Easy,1609
1006,Vowel Spellchecker,vowel-spellchecker,"Array,Hash Table,String",Medium,
1007,Numbers With Same Consecutive Differences,numbers-with-same-consecutive-differences,"Backtracking,Breadth-First Search",Medium,
1008,Binary Tree Cameras,binary-tree-cameras,"Dynamic Programming,Tree,Depth-First Search,Binary Tree",Hard,1021
1009,Pancake Sorting,pancake-sorting,"Array,Two Pointers,Greedy,Sorting",Medium,
1010,Powerful Integers,powerful-integers,"Hash Table,Math",Medium,
1011,Flip Binary Tree To Match Preorder Traversal,flip-binary-tree-to-match-preorder-traversal,"Tree,Depth-First Search,Binary Tree",Medium,
1012,Equal Rational Numbers,equal-rational-numbers,"Math,String",Hard,
1013,Fibonacci Number,fibonacci-number,"Math,Dynamic Programming,Recursion,Memoization",Easy,"70,872,905,1236"
1014,K Closest Points to Origin,k-closest-points-to-origin,"Array,Math,Divide and Conquer,Geometry,Sorting,Heap (Priority Queue),Quickselect",Medium,"215,347,692,1888"
1016,Subarray Sums Divisible by K,subarray-sums-divisible-by-k,"Array,Hash Table,Prefix Sum",Medium,"560,1694"
1017,Odd Even Jump,odd-even-jump,"Array,Dynamic Programming,Stack,Monotonic Stack,Ordered Set",Hard,
1018,Largest Perimeter Triangle,largest-perimeter-triangle,"Array,Math,Greedy,Sorting",Easy,830
1019,Squares of a Sorted Array,squares-of-a-sorted-array,"Array,Two Pointers,Sorting",Easy,"88,360"
1020,Longest Turbulent Subarray,longest-turbulent-subarray,"Array,Dynamic Programming,Sliding Window",Medium,53
1021,Distribute Coins in Binary Tree,distribute-coins-in-binary-tree,"Tree,Depth-First Search,Binary Tree",Medium,"863,1008"
1022,Unique Paths III,unique-paths-iii,"Array,Backtracking,Bit Manipulation,Matrix",Hard,"37,63,212"
1023,Time Based Key-Value Store,time-based-key-value-store,"Hash Table,String,Binary Search,Design",Medium,2161
1024,Triples with Bitwise AND Equal To Zero,triples-with-bitwise-and-equal-to-zero,"Array,Hash Table,Bit Manipulation",Hard,
1025,Minimum Cost For Tickets,minimum-cost-for-tickets,"Array,Dynamic Programming",Medium,322
1026,String Without AAA or BBB,string-without-aaa-or-bbb,"String,Greedy",Medium,
1027,Sum of Even Numbers After Queries,sum-of-even-numbers-after-queries,"Array,Simulation",Medium,
1028,Interval List Intersections,interval-list-intersections,"Array,Two Pointers",Medium,"56,88,761"
1029,Vertical Order Traversal of a Binary Tree,vertical-order-traversal-of-a-binary-tree,"Hash Table,Tree,Depth-First Search,Breadth-First Search,Binary Tree",Hard,
1030,Smallest String Starting From Leaf,smallest-string-starting-from-leaf,"String,Tree,Depth-First Search,Binary Tree",Medium,"129,257"
1031,Add to Array-Form of Integer,add-to-array-form-of-integer,"Array,Math",Easy,"2,66,67,415"
1032,Satisfiability of Equality Equations,satisfiability-of-equality-equations,"Array,String,Union Find,Graph",Medium,
1033,Broken Calculator,broken-calculator,"Math,Greedy",Medium,650
1034,Subarrays with K Different Integers,subarrays-with-k-different-integers,"Array,Hash Table,Sliding Window,Counting",Hard,"3,159,340,2186,2247"
